species_name,sex,weight
Dipodomys_merriami,F,21
Dipodomys_merriami,F,42
Dipodomys_merriami,M,41
Perognathus_flavus,F,10
Onychomys_leucogaster,M,27
Chaetodipus_penicillatus,M,21
Dipodomys_merriami,F,19
Dipodomys_merriami,F,51
Chaetodipus_penicillatus,F,22
Dipodomys_merriami,F,13
Dipodomys_merriami,M,44
Dipodomys_merriami,F,45
Dipodomys_merriami,M,39
Dipodomys_merriami,M,49
Dipodomys_merriami,M,46
Dipodomys_merriami,M,47
Dipodomys_merriami,M,41
Dipodomys_merriami,F,35
Dipodomys_merriami,M,50
Dipodomys_merriami,F,38
Dipodomys_merriami,M,51
Perognathus_flavus,F,9
Onychomys_leucogaster,F,29
Dipodomys_ordii,F,54
Dipodomys_merriami,M,48
Reithrodontomys_megalotis,M,10
Chaetodipus_penicillatus,M,18
Dipodomys_merriami,F,56
Perognathus_flavus,F,10
Dipodomys_merriami,M,44
Dipodomys_merriami,F,18
Chaetodipus_penicillatus,M,14
Dipodomys_merriami,M,22
Dipodomys_merriami,M,39
Chaetodipus_penicillatus,M,18
Chaetodipus_penicillatus,F,20
Dipodomys_merriami,F,27
Chaetodipus_penicillatus,F,22
Dipodomys_merriami,F,26
Reithrodontomys_megalotis,F,13
Dipodomys_merriami,M,49
Dipodomys_merriami,M,37
Chaetodipus_penicillatus,M,21
Dipodomys_merriami,M,41
Chaetodipus_penicillatus,F,18
Reithrodontomys_megalotis,F,13
Reithrodontomys_megalotis,M,11
Chaetodipus_penicillatus,M,19
Reithrodontomys_megalotis,M,12
Chaetodipus_penicillatus,F,17
Dipodomys_ordii,M,49
Perognathus_flavus,F,9
Chaetodipus_penicillatus,F,21
Dipodomys_merriami,F,43
Peromyscus_maniculatus,F,27
Dipodomys_merriami,F,45
Dipodomys_merriami,M,36
Chaetodipus_penicillatus,M,16
Chaetodipus_penicillatus,M,19
Dipodomys_merriami,M,45
Chaetodipus_penicillatus,M,15
Dipodomys_merriami,F,21
Dipodomys_merriami,M,41
Dipodomys_merriami,F,46
Perognathus_flavus,F,5
Chaetodipus_penicillatus,F,17
Perognathus_flavus,M,8
Dipodomys_merriami,F,46
Dipodomys_merriami,M,46
Chaetodipus_penicillatus,M,16
Dipodomys_merriami,F,28
Dipodomys_merriami,F,31
Dipodomys_merriami,F,48
Chaetodipus_penicillatus,F,22
Dipodomys_merriami,F,40
Dipodomys_merriami,M,25
Dipodomys_merriami,M,47
Onychomys_torridus,F,32
Reithrodontomys_megalotis,F,15
Dipodomys_merriami,F,38
Dipodomys_merriami,M,50
Dipodomys_merriami,M,51
Chaetodipus_penicillatus,F,24
Dipodomys_merriami,F,40
Onychomys_leucogaster,F,35
Dipodomys_merriami,F,42
Dipodomys_merriami,M,47
Chaetodipus_penicillatus,M,17
Dipodomys_merriami,F,35
Chaetodipus_penicillatus,F,19
Dipodomys_merriami,M,42
Dipodomys_merriami,M,49
Perognathus_flavus,F,12
Chaetodipus_penicillatus,F,15
Chaetodipus_penicillatus,F,17
Dipodomys_merriami,F,45
Perognathus_hispidus,M,42
Dipodomys_merriami,F,37
Chaetodipus_penicillatus,F,11
Chaetodipus_penicillatus,M,19
Peromyscus_maniculatus,F,23
Reithrodontomys_megalotis,M,12
Chaetodipus_penicillatus,F,9
Chaetodipus_penicillatus,F,18
Reithrodontomys_megalotis,F,9
Dipodomys_ordii,M,31
Chaetodipus_penicillatus,M,22
Perognathus_hispidus,F,29
Dipodomys_merriami,M,50
Dipodomys_merriami,F,43
Chaetodipus_penicillatus,F,22
Dipodomys_merriami,F,50
Chaetodipus_penicillatus,F,22
Chaetodipus_penicillatus,M,17
Chaetodipus_penicillatus,M,20
Dipodomys_merriami,M,31
Chaetodipus_penicillatus,F,19
Chaetodipus_penicillatus,F,15
Chaetodipus_penicillatus,F,13
Perognathus_flavus,F,10
Perognathus_flavus,F,8
Chaetodipus_penicillatus,M,13
Dipodomys_ordii,F,24
Dipodomys_merriami,M,46
Dipodomys_merriami,F,31
Dipodomys_merriami,M,56
Chaetodipus_penicillatus,M,23
Chaetodipus_penicillatus,M,16
Chaetodipus_penicillatus,F,21
Neotoma_albigula,F,149
Chaetodipus_penicillatus,M,20
Perognathus_flavus,M,10
Dipodomys_merriami,M,40
Dipodomys_ordii,M,55
Chaetodipus_penicillatus,F,16
Perognathus_flavus,F,9
Dipodomys_ordii,M,55
Dipodomys_merriami,M,52
Dipodomys_ordii,F,56
Perognathus_flavus,F,7
Dipodomys_merriami,M,43
Chaetodipus_penicillatus,M,9
Onychomys_torridus,F,28
Dipodomys_merriami,F,47
Dipodomys_merriami,F,20
Dipodomys_merriami,M,48
Onychomys_leucogaster,F,27
Dipodomys_merriami,M,48
Dipodomys_merriami,M,21
Chaetodipus_penicillatus,M,14
Dipodomys_merriami,F,57
Perognathus_flavus,M,7
Dipodomys_merriami,F,48
Chaetodipus_penicillatus,M,17
Perognathus_flavus,M,11
Dipodomys_merriami,M,21
Chaetodipus_penicillatus,M,8
Reithrodontomys_megalotis,F,13
Dipodomys_merriami,M,49
Chaetodipus_penicillatus,M,20
Chaetodipus_penicillatus,F,24
Dipodomys_merriami,M,50
Chaetodipus_penicillatus,M,18
Dipodomys_merriami,M,56
Chaetodipus_penicillatus,M,20
Chaetodipus_penicillatus,F,18
Chaetodipus_penicillatus,F,18
Dipodomys_merriami,F,56
Chaetodipus_penicillatus,F,17
Dipodomys_merriami,F,34
Chaetodipus_penicillatus,F,12
Chaetodipus_penicillatus,F,20
Dipodomys_merriami,M,50
Chaetodipus_penicillatus,F,14
Perognathus_flavus,F,12
Dipodomys_merriami,M,34
Onychomys_leucogaster,F,32
Reithrodontomys_megalotis,M,14
Dipodomys_merriami,F,46
Dipodomys_merriami,M,53
Dipodomys_merriami,F,45
Chaetodipus_penicillatus,M,13
Chaetodipus_penicillatus,M,18
Chaetodipus_penicillatus,M,19
Reithrodontomys_megalotis,F,10
Dipodomys_merriami,M,57
Chaetodipus_penicillatus,F,17
Chaetodipus_penicillatus,F,18
Chaetodipus_penicillatus,F,19
Chaetodipus_penicillatus,F,21
Dipodomys_merriami,M,46
Chaetodipus_penicillatus,F,14
Perognathus_flavus,M,8
Perognathus_flavus,F,10
Reithrodontomys_megalotis,M,11
Dipodomys_merriami,F,26
Chaetodipus_penicillatus,M,20
Chaetodipus_penicillatus,F,19
Chaetodipus_penicillatus,F,18
Dipodomys_merriami,F,42
Onychomys_torridus,F,29
Chaetodipus_penicillatus,M,19
Reithrodontomys_megalotis,M,13
Dipodomys_merriami,F,60
Dipodomys_merriami,F,41
Dipodomys_merriami,M,39
Chaetodipus_penicillatus,F,15
Dipodomys_ordii,M,45
Chaetodipus_penicillatus,F,17
Perognathus_flavus,M,10
Onychomys_torridus,F,19
Dipodomys_merriami,M,50
Dipodomys_merriami,M,58
Chaetodipus_penicillatus,F,18
Chaetodipus_penicillatus,F,20
Dipodomys_merriami,F,44
Dipodomys_merriami,M,53
Chaetodipus_penicillatus,F,16
Chaetodipus_penicillatus,M,17
Chaetodipus_penicillatus,F,18
Chaetodipus_penicillatus,F,21
Perognathus_flavus,M,8
Perognathus_flavus,F,9
Chaetodipus_penicillatus,F,16
Chaetodipus_penicillatus,F,24
Chaetodipus_penicillatus,M,12
Chaetodipus_penicillatus,F,17
Onychomys_leucogaster,F,34
Dipodomys_merriami,M,45
Chaetodipus_penicillatus,M,19
Dipodomys_merriami,M,34
Chaetodipus_penicillatus,F,19
Chaetodipus_penicillatus,F,18
Reithrodontomys_megalotis,F,14
Chaetodipus_penicillatus,M,12
Onychomys_leucogaster,M,35
Perognathus_flavus,M,10
Chaetodipus_penicillatus,F,14
Perognathus_flavus,M,7
Chaetodipus_penicillatus,F,18
Chaetodipus_penicillatus,M,17
Reithrodontomys_megalotis,F,15
Chaetodipus_penicillatus,F,20
Dipodomys_merriami,F,41
Dipodomys_merriami,F,45
Perognathus_flavus,F,8
Dipodomys_merriami,M,52
Dipodomys_merriami,M,46
Perognathus_flavus,M,7
Chaetodipus_penicillatus,F,18
Onychomys_torridus,M,19
Chaetodipus_penicillatus,M,19
Chaetodipus_penicillatus,M,20
Chaetodipus_penicillatus,F,12
Chaetodipus_penicillatus,M,16
Dipodomys_merriami,M,41
Dipodomys_merriami,F,56
Reithrodontomys_megalotis,M,12
Chaetodipus_penicillatus,F,18
Chaetodipus_penicillatus,F,21
Dipodomys_merriami,M,47
Onychomys_torridus,M,25
Dipodomys_merriami,M,48
Chaetodipus_penicillatus,M,18
Dipodomys_merriami,M,50
Dipodomys_merriami,F,56
Chaetodipus_penicillatus,F,17
Onychomys_leucogaster,M,27
Chaetodipus_penicillatus,F,17
Chaetodipus_penicillatus,F,11
Dipodomys_merriami,F,49
Dipodomys_merriami,M,36
Chaetodipus_penicillatus,F,14
Dipodomys_merriami,M,54
Chaetodipus_penicillatus,F,19
Dipodomys_merriami,M,53
Chaetodipus_penicillatus,M,18
Chaetodipus_penicillatus,M,12
Chaetodipus_penicillatus,F,15
Chaetodipus_penicillatus,F,19
Onychomys_leucogaster,M,27
Dipodomys_merriami,M,46
Chaetodipus_penicillatus,M,17
Peromyscus_eremicus,F,27
Chaetodipus_penicillatus,M,13
Chaetodipus_penicillatus,F,17
Chaetodipus_penicillatus,F,18
Onychomys_torridus,F,27
Chaetodipus_penicillatus,F,19
Dipodomys_merriami,M,43
Dipodomys_merriami,F,48
Chaetodipus_penicillatus,M,19
Chaetodipus_penicillatus,F,17
Onychomys_torridus,F,23
Dipodomys_merriami,M,47
Chaetodipus_penicillatus,M,18
Dipodomys_merriami,F,42
Chaetodipus_penicillatus,F,11
Perognathus_flavus,F,11
Onychomys_leucogaster,M,22
Reithrodontomys_megalotis,F,17
Reithrodontomys_megalotis,F,19
Reithrodontomys_megalotis,M,13
Chaetodipus_penicillatus,F,17
Reithrodontomys_megalotis,F,17
Chaetodipus_penicillatus,F,13
Chaetodipus_penicillatus,F,16
Chaetodipus_penicillatus,F,15
Chaetodipus_penicillatus,F,15
Perognathus_flavus,F,7
Chaetodipus_penicillatus,M,17
Perognathus_hispidus,F,35
Perognathus_flavus,F,9
Chaetodipus_penicillatus,F,15
Reithrodontomys_megalotis,M,10
Chaetodipus_penicillatus,F,16
Perognathus_flavus,F,10
Perognathus_flavus,M,8
Chaetodipus_penicillatus,F,18
Perognathus_flavus,F,11
Reithrodontomys_megalotis,F,15
Dipodomys_ordii,M,59
Dipodomys_merriami,F,43
Dipodomys_merriami,M,53
Chaetodipus_penicillatus,M,20
Chaetodipus_penicillatus,F,14
Chaetodipus_penicillatus,M,17
Perognathus_flavus,F,9
Perognathus_flavus,M,8
Chaetodipus_penicillatus,F,17
Dipodomys_merriami,M,50
Chaetodipus_penicillatus,M,14
Chaetodipus_penicillatus,F,18
Reithrodontomys_megalotis,F,13
Dipodomys_ordii,M,47
Dipodomys_merriami,M,53
Chaetodipus_penicillatus,F,14
Perognathus_flavus,M,9
Perognathus_flavus,F,8
Dipodomys_merriami,F,42
Dipodomys_merriami,F,28
Chaetodipus_baileyi,F,30
Chaetodipus_penicillatus,M,17
Dipodomys_merriami,F,46
Chaetodipus_penicillatus,F,16
Perognathus_flavus,F,9
Reithrodontomys_megalotis,M,11
Dipodomys_merriami,M,43
Dipodomys_merriami,M,53
Onychomys_torridus,M,27
Dipodomys_merriami,M,39
Chaetodipus_penicillatus,F,23
Chaetodipus_penicillatus,M,18
Onychomys_torridus,F,31
Chaetodipus_penicillatus,F,19
Chaetodipus_penicillatus,F,18
Perognathus_flavus,F,11
Chaetodipus_penicillatus,F,16
Neotoma_albigula,F,165
Perognathus_flavus,F,10
Chaetodipus_penicillatus,F,17
Dipodomys_merriami,F,51
Dipodomys_merriami,M,56
Chaetodipus_penicillatus,F,19
Chaetodipus_penicillatus,F,23
Chaetodipus_penicillatus,F,17
Perognathus_flavus,F,7
Chaetodipus_penicillatus,F,17
Perognathus_flavus,F,10
Dipodomys_ordii,F,61
Peromyscus_eremicus,F,17
Perognathus_flavus,F,7
Chaetodipus_penicillatus,F,17
Chaetodipus_penicillatus,F,18
Dipodomys_merriami,F,49
Chaetodipus_penicillatus,M,15
Dipodomys_merriami,M,51
Chaetodipus_penicillatus,M,19
Chaetodipus_penicillatus,M,17
Chaetodipus_penicillatus,F,17
Perognathus_flavus,M,9
Chaetodipus_penicillatus,F,15
Chaetodipus_penicillatus,M,26
Onychomys_leucogaster,M,26
Chaetodipus_penicillatus,F,22
Chaetodipus_penicillatus,F,15
Dipodomys_merriami,F,51
Chaetodipus_penicillatus,M,21
Chaetodipus_penicillatus,F,15
Dipodomys_merriami,M,53
Dipodomys_merriami,F,51
Dipodomys_ordii,F,50
Chaetodipus_penicillatus,F,18
Chaetodipus_penicillatus,M,15
Onychomys_torridus,M,26
Perognathus_flavus,M,10
Chaetodipus_penicillatus,F,15
Chaetodipus_penicillatus,M,20
Perognathus_flavus,M,9
Chaetodipus_penicillatus,M,14
Dipodomys_merriami,F,44
Chaetodipus_penicillatus,M,17
Chaetodipus_penicillatus,M,15
Chaetodipus_penicillatus,F,16
Dipodomys_merriami,M,51
Dipodomys_merriami,M,55
Perognathus_flavus,M,8
Chaetodipus_penicillatus,M,16
Perognathus_flavus,M,7
Onychomys_torridus,F,35
Chaetodipus_penicillatus,F,17
Perognathus_flavus,F,8
Chaetodipus_penicillatus,M,17
Dipodomys_merriami,M,60
Onychomys_torridus,F,23
Dipodomys_merriami,M,51
Perognathus_flavus,M,10
Onychomys_torridus,M,20
Dipodomys_merriami,M,47
Chaetodipus_penicillatus,F,18
Dipodomys_merriami,M,51
Onychomys_leucogaster,F,28
Chaetodipus_penicillatus,M,16
Chaetodipus_penicillatus,F,18
Dipodomys_merriami,M,53
Perognathus_flavus,F,9
Perognathus_flavus,F,10
Chaetodipus_penicillatus,F,15
Dipodomys_merriami,F,55
Chaetodipus_penicillatus,M,20
Chaetodipus_penicillatus,F,16
Dipodomys_merriami,F,49
Onychomys_leucogaster,M,30
Perognathus_flavus,M,12
Dipodomys_merriami,M,50
Chaetodipus_penicillatus,M,13
Chaetodipus_penicillatus,F,16
Chaetodipus_penicillatus,M,15
Dipodomys_merriami,M,47
Perognathus_flavus,F,9
Chaetodipus_penicillatus,M,19
Onychomys_leucogaster,M,26
Chaetodipus_penicillatus,F,17
Chaetodipus_penicillatus,F,15
Chaetodipus_penicillatus,F,16
Onychomys_torridus,M,24
Chaetodipus_penicillatus,F,15
Chaetodipus_penicillatus,F,14
Perognathus_flavus,M,9
Perognathus_flavus,M,9
Dipodomys_merriami,F,40
Perognathus_flavus,F,8
Chaetodipus_penicillatus,F,16
Perognathus_flavus,M,10
Perognathus_flavus,M,10
Peromyscus_eremicus,F,26
Chaetodipus_penicillatus,M,17
Peromyscus_eremicus,M,17
Dipodomys_merriami,F,50
Dipodomys_merriami,F,44
Chaetodipus_penicillatus,M,15
Chaetodipus_penicillatus,F,16
Dipodomys_merriami,F,52
Neotoma_albigula,M,138
Chaetodipus_penicillatus,F,15
Perognathus_flavus,F,9
Chaetodipus_penicillatus,M,16
Chaetodipus_penicillatus,F,14
Chaetodipus_penicillatus,F,18
Dipodomys_merriami,F,44
Onychomys_torridus,F,22
Perognathus_flavus,F,9
Perognathus_flavus,F,7
Chaetodipus_penicillatus,M,17
Perognathus_flavus,M,8
Perognathus_flavus,M,9
Perognathus_flavus,M,10
Dipodomys_merriami,M,48
Chaetodipus_penicillatus,F,19
Dipodomys_merriami,M,51
Dipodomys_ordii,M,62
Dipodomys_merriami,M,31
Dipodomys_merriami,M,57
Chaetodipus_penicillatus,F,15
Chaetodipus_baileyi,F,31
Chaetodipus_penicillatus,F,18
Chaetodipus_baileyi,F,39
Chaetodipus_penicillatus,F,17
Chaetodipus_penicillatus,M,16
Dipodomys_ordii,M,59
Perognathus_flavus,M,9
Chaetodipus_penicillatus,F,16
Chaetodipus_penicillatus,F,17
Perognathus_flavus,M,9
Chaetodipus_penicillatus,F,13
Reithrodontomys_megalotis,M,10
Dipodomys_merriami,M,44
Dipodomys_merriami,M,51
Chaetodipus_penicillatus,F,14
Dipodomys_merriami,F,55
Perognathus_flavus,F,11
Chaetodipus_penicillatus,F,13
Perognathus_flavus,F,8
Chaetodipus_penicillatus,F,14
Perognathus_flavus,F,9
Perognathus_flavus,M,8
Onychomys_torridus,F,21
Reithrodontomys_megalotis,M,15
Dipodomys_merriami,M,52
Chaetodipus_penicillatus,F,19
Dipodomys_merriami,M,31
Onychomys_torridus,F,26
Dipodomys_merriami,F,62
Neotoma_albigula,F,171
Perognathus_flavus,M,7
Perognathus_flavus,M,8
Onychomys_torridus,M,23
Perognathus_flavus,M,8
Dipodomys_merriami,M,43
Perognathus_flavus,M,10
Chaetodipus_penicillatus,F,14
Perognathus_flavus,F,8
Perognathus_flavus,M,9
Peromyscus_eremicus,F,17
Chaetodipus_penicillatus,F,17
Reithrodontomys_megalotis,M,11
Perognathus_flavus,F,9
Onychomys_torridus,F,25
Chaetodipus_penicillatus,F,17
Onychomys_torridus,M,26
Chaetodipus_penicillatus,M,16
Dipodomys_merriami,F,39
Perognathus_flavus,M,10
Dipodomys_merriami,F,45
Chaetodipus_penicillatus,F,17
Perognathus_flavus,M,8
Dipodomys_merriami,M,44
Perognathus_flavus,F,9
Onychomys_leucogaster,M,29
Onychomys_leucogaster,M,33
Chaetodipus_penicillatus,M,16
Dipodomys_merriami,M,44
Onychomys_torridus,F,19
Reithrodontomys_megalotis,F,11
Onychomys_torridus,F,27
Dipodomys_merriami,F,51
Dipodomys_merriami,M,47
Chaetodipus_penicillatus,M,14
Chaetodipus_penicillatus,M,18
Chaetodipus_penicillatus,F,13
Dipodomys_merriami,M,49
Chaetodipus_penicillatus,M,15
Chaetodipus_penicillatus,F,15
Onychomys_leucogaster,M,21
Perognathus_flavus,F,10
Chaetodipus_penicillatus,M,16
Chaetodipus_penicillatus,F,14
Dipodomys_merriami,M,50
Dipodomys_merriami,M,48
Perognathus_flavus,F,11
Dipodomys_merriami,F,45
Chaetodipus_baileyi,F,29
Perognathus_flavus,M,7
Chaetodipus_penicillatus,F,16
Dipodomys_merriami,M,48
Chaetodipus_penicillatus,F,16
Perognathus_flavus,M,10
Dipodomys_merriami,F,50
Dipodomys_merriami,M,50
Dipodomys_merriami,M,51
Chaetodipus_penicillatus,F,18
Perognathus_flavus,M,8
Chaetodipus_penicillatus,F,15
Dipodomys_merriami,F,34
Chaetodipus_penicillatus,F,9
Dipodomys_merriami,M,48
Perognathus_flavus,M,8
Chaetodipus_penicillatus,M,15
Chaetodipus_penicillatus,F,16
Perognathus_flavus,M,9
Onychomys_torridus,M,23
Perognathus_flavus,M,8
Chaetodipus_penicillatus,F,13
Perognathus_flavus,F,10
Dipodomys_merriami,F,43
Dipodomys_merriami,F,53
Chaetodipus_penicillatus,M,15
Chaetodipus_penicillatus,F,19
Dipodomys_merriami,M,44
Dipodomys_merriami,M,50
Dipodomys_merriami,M,50
Peromyscus_eremicus,M,23
Chaetodipus_penicillatus,F,15
Chaetodipus_penicillatus,F,14
Dipodomys_merriami,M,44
Perognathus_flavus,F,8
Chaetodipus_penicillatus,F,14
Dipodomys_merriami,M,47
Chaetodipus_penicillatus,F,18
Dipodomys_merriami,M,46
Chaetodipus_penicillatus,M,15
Chaetodipus_penicillatus,F,14
Dipodomys_merriami,F,58
Dipodomys_merriami,F,47
Perognathus_flavus,F,7
Perognathus_flavus,M,5
Perognathus_flavus,F,10
Perognathus_flavus,M,12
Dipodomys_merriami,M,50
Neotoma_albigula,M,152
Perognathus_flavus,F,10
Chaetodipus_penicillatus,F,19
Reithrodontomys_megalotis,F,10
Dipodomys_merriami,M,40
Dipodomys_merriami,F,43
Perognathus_flavus,M,9
Chaetodipus_penicillatus,F,14
Reithrodontomys_megalotis,F,14
Chaetodipus_baileyi,F,40
Chaetodipus_penicillatus,F,16
Perognathus_flavus,F,9
Perognathus_flavus,M,8
Perognathus_flavus,F,8
Dipodomys_merriami,F,49
Dipodomys_merriami,F,43
Perognathus_flavus,M,8
Reithrodontomys_megalotis,M,12
Peromyscus_maniculatus,F,21
Reithrodontomys_megalotis,F,11
Perognathus_flavus,F,6
Dipodomys_merriami,F,50
Reithrodontomys_megalotis,M,10
Peromyscus_maniculatus,F,21
Chaetodipus_penicillatus,M,16
Dipodomys_merriami,F,41
Dipodomys_merriami,F,29
Chaetodipus_penicillatus,F,16
Perognathus_flavus,F,12
Dipodomys_merriami,F,48
Chaetodipus_penicillatus,F,14
Dipodomys_merriami,M,49
Perognathus_flavus,M,11
Chaetodipus_penicillatus,F,18
Chaetodipus_penicillatus,F,14
Perognathus_flavus,M,9
Perognathus_flavus,F,8
Perognathus_flavus,F,10
Onychomys_torridus,F,28
Onychomys_torridus,F,23
Perognathus_flavus,F,5
Dipodomys_merriami,M,54
Dipodomys_merriami,M,47
Reithrodontomys_megalotis,M,13
Dipodomys_merriami,M,44
Dipodomys_merriami,M,43
Reithrodontomys_megalotis,F,12
Dipodomys_merriami,M,22
Dipodomys_merriami,F,43
Perognathus_flavus,M,9
Dipodomys_ordii,M,37
Dipodomys_ordii,M,55
Chaetodipus_penicillatus,F,23
Perognathus_flavus,M,9
Chaetodipus_penicillatus,F,16
Peromyscus_eremicus,F,30
Dipodomys_ordii,M,59
Perognathus_flavus,M,7
Dipodomys_ordii,F,52
Chaetodipus_penicillatus,M,15
Reithrodontomys_megalotis,M,8
Dipodomys_merriami,M,53
Reithrodontomys_megalotis,M,7
Perognathus_flavus,M,9
Chaetodipus_penicillatus,M,18
Dipodomys_merriami,M,51
Perognathus_flavus,F,8
Dipodomys_merriami,M,51
Dipodomys_merriami,F,50
Reithrodontomys_megalotis,F,17
Dipodomys_merriami,F,49
Perognathus_flavus,F,7
Dipodomys_merriami,F,51
Chaetodipus_penicillatus,M,12
Onychomys_torridus,M,25
Reithrodontomys_megalotis,M,10
Dipodomys_merriami,M,52
Perognathus_flavus,M,9
Dipodomys_merriami,M,47
Dipodomys_merriami,M,50
Onychomys_leucogaster,F,26
Chaetodipus_penicillatus,F,14
Dipodomys_merriami,M,53
Chaetodipus_penicillatus,M,15
Dipodomys_merriami,F,34
Dipodomys_merriami,M,46
Dipodomys_merriami,M,54
Onychomys_leucogaster,F,24
Dipodomys_ordii,M,46
Perognathus_flavus,M,7
Dipodomys_ordii,F,50
Chaetodipus_penicillatus,F,17
Dipodomys_merriami,F,49
Onychomys_torridus,F,25
Onychomys_torridus,M,20
Dipodomys_merriami,M,40
Dipodomys_merriami,M,50
Dipodomys_merriami,F,48
Dipodomys_merriami,M,52
Perognathus_flavus,M,9
Dipodomys_merriami,M,51
Chaetodipus_penicillatus,F,14
Dipodomys_merriami,M,53
Dipodomys_merriami,M,31
Dipodomys_merriami,F,50
Dipodomys_merriami,M,49
Reithrodontomys_megalotis,F,11
Dipodomys_merriami,F,63
Reithrodontomys_megalotis,M,15
Dipodomys_merriami,F,53
Dipodomys_merriami,F,51
Dipodomys_merriami,F,48
Dipodomys_merriami,M,23
Perognathus_flavus,M,8
Dipodomys_merriami,M,60
Dipodomys_merriami,M,42
Reithrodontomys_megalotis,F,12
Chaetodipus_penicillatus,F,15
Neotoma_albigula,F,160
Chaetodipus_baileyi,F,39
Reithrodontomys_megalotis,M,9
Dipodomys_merriami,F,42
Dipodomys_merriami,F,57
Dipodomys_merriami,F,56
Reithrodontomys_megalotis,M,11
Dipodomys_merriami,F,45
Chaetodipus_baileyi,F,30
Dipodomys_merriami,M,57
Peromyscus_leucopus,F,21
Dipodomys_merriami,M,27
Onychomys_torridus,F,27
Reithrodontomys_megalotis,M,12
Dipodomys_merriami,F,30
Dipodomys_merriami,F,49
Dipodomys_merriami,F,36
Perognathus_flavus,F,8
Chaetodipus_penicillatus,M,17
Dipodomys_merriami,F,42
Perognathus_flavus,F,6
Peromyscus_maniculatus,M,23
Peromyscus_leucopus,M,21
Perognathus_flavus,M,8
Perognathus_flavus,F,10
Dipodomys_ordii,M,54
Onychomys_torridus,F,22
Dipodomys_merriami,M,61
Chaetodipus_penicillatus,F,16
Perognathus_flavus,M,9
Dipodomys_merriami,M,52
Dipodomys_merriami,M,47
Dipodomys_merriami,M,31
Perognathus_flavus,F,10
Perognathus_flavus,M,9
Perognathus_flavus,M,7
Dipodomys_merriami,M,54
Dipodomys_ordii,F,60
Onychomys_torridus,F,23
Onychomys_torridus,M,29
Perognathus_flavus,F,9
Reithrodontomys_megalotis,F,9
Onychomys_torridus,F,31
Dipodomys_merriami,F,44
Dipodomys_merriami,M,46
Reithrodontomys_megalotis,M,12
Onychomys_torridus,F,27
Dipodomys_merriami,F,51
Perognathus_flavus,M,11
Dipodomys_merriami,F,49
Onychomys_torridus,M,22
Onychomys_torridus,M,20
Dipodomys_ordii,M,47
Dipodomys_merriami,F,52
Perognathus_flavus,F,9
Dipodomys_merriami,M,55
Dipodomys_merriami,M,48
Perognathus_flavus,F,9
Dipodomys_merriami,M,50
Dipodomys_merriami,M,50
Reithrodontomys_megalotis,F,10
Dipodomys_merriami,M,45
Peromyscus_maniculatus,M,24
Dipodomys_ordii,F,49
Dipodomys_merriami,M,48
Dipodomys_merriami,M,49
Dipodomys_merriami,F,49
Dipodomys_merriami,M,43
Dipodomys_merriami,F,42
Dipodomys_merriami,F,34
Chaetodipus_penicillatus,F,12
Dipodomys_merriami,M,48
Dipodomys_merriami,M,21
Dipodomys_merriami,F,27
Chaetodipus_penicillatus,F,14
Dipodomys_ordii,M,39
Perognathus_flavus,F,7
Dipodomys_merriami,M,27
Dipodomys_merriami,M,25
Dipodomys_merriami,M,25
Peromyscus_leucopus,F,21
Dipodomys_merriami,F,47
Perognathus_flavus,F,9
Dipodomys_merriami,M,27
Dipodomys_ordii,M,66
Dipodomys_merriami,F,49
Dipodomys_merriami,M,54
Chaetodipus_baileyi,F,38
Dipodomys_merriami,F,51
Chaetodipus_penicillatus,F,16
Perognathus_flavus,F,9
Dipodomys_merriami,M,51
Dipodomys_merriami,F,43
Dipodomys_merriami,F,44
Dipodomys_merriami,F,45
Dipodomys_merriami,M,42
Dipodomys_ordii,M,42
Dipodomys_merriami,M,46
Dipodomys_merriami,M,56
Chaetodipus_baileyi,M,46
Perognathus_flavus,M,6
Peromyscus_eremicus,F,23
Dipodomys_ordii,M,54
Dipodomys_merriami,M,49
Reithrodontomys_megalotis,M,10
Dipodomys_merriami,M,56
Peromyscus_maniculatus,F,31
Dipodomys_ordii,M,54
Chaetodipus_penicillatus,M,16
Dipodomys_ordii,M,48
Perognathus_flavus,M,6
Perognathus_flavus,M,10
Dipodomys_merriami,F,40
Dipodomys_merriami,M,58
Peromyscus_leucopus,F,24
Dipodomys_ordii,F,53
Reithrodontomys_megalotis,M,17
Dipodomys_merriami,M,50
Peromyscus_eremicus,M,25
Dipodomys_merriami,M,47
Peromyscus_eremicus,F,25
Perognathus_flavus,M,9
Onychomys_torridus,M,25
Dipodomys_merriami,M,44
Dipodomys_merriami,M,55
Dipodomys_ordii,M,64
Perognathus_flavus,M,9
Peromyscus_eremicus,M,19
Dipodomys_ordii,F,52
Chaetodipus_penicillatus,M,17
Dipodomys_merriami,F,37
Perognathus_flavus,F,7
Dipodomys_merriami,M,53
Dipodomys_ordii,F,52
Perognathus_flavus,M,9
Dipodomys_merriami,M,54
Dipodomys_ordii,M,60
Perognathus_flavus,F,11
Perognathus_flavus,F,9
Dipodomys_merriami,M,55
Dipodomys_merriami,F,50
Perognathus_flavus,M,5
Perognathus_flavus,F,8
Perognathus_flavus,F,9
Perognathus_flavus,F,9
Chaetodipus_penicillatus,F,18
Reithrodontomys_megalotis,M,10
Perognathus_flavus,M,11
Perognathus_flavus,M,9
Perognathus_flavus,M,9
Dipodomys_ordii,M,44
Dipodomys_ordii,F,50
